guid,text,tag,img_path
3150,"RT @HergunYeniBilg: Ge?en sene sahilde top oynarken ?srail'in vurdu?u 4 ?ocu?un babas?.Sava?a dair ne varsa y¨¹z¨¹nde. 
",negative,data/3150.jpg
1165,"All Natural Bandage 4 #Cooks! STOPS #Bleeding in SECONDS #culinary #recipes @rachelray @gzchef 
",neutral,data/1165.jpg
2780,"RT @PaladinJim: FINALLY #WeekOfSardonyx (#StevenBomb3) is here! Elated to share my #gemsona drawn by the talented @yeselleyes! #Beryl http:бн 
",positive,data/2780.jpg
4207,"RT @1DAsiaCrew: He's probably the sweetest & most romantic & caring boyfriend?? #HarryAppreciationDay http://t.co/A6VxyPxA5k
",positive,data/4207.jpg
85,"RT @FreeinDCBlog: Today! One Billion Rising Ecstatic Dance Party in Malcolm X/Meridian Hill Park 2pm-4pm, Free http:бн 
",neutral,data/85.jpg
2650,"RT @TheAngelKing: #DerayHive RT @deray: And here are other photoshopped gems from my committed and desperate trolls. 
",negative,data/2650.jpg
4923,"ALLEN BRADLEY 1771-NT1/C HIGH RESOLUTION ISOLATED ANALOG MODULE http://t.co/DPb4ntzlqA http://t.co/QvdXofv56p
",negative,data/4923.jpg
3642,"Bottomless peach sparkling champagne ? is this a good idea? 
",positive,data/3642.jpg
2002,"TBT to freshman year when you were a bammer & I was a barner.. Wait what? #cooledits #throwbacktuesday #confused (-: 
",negative,data/2002.jpg
2560,"Certified 1.58 Carat G VVS1 Round cut Natural Diamond Solitaire Engagement Ring - Full rea¡­ 
",positive,data/2560.jpg
4277,"RT @HuffPostJapan: ▽賒砉▼98意��及妘第毛☆今中及醴★卞з勻凶日失奈玄卞卅勻凶 http://t.co/jp927ny32q http://t.co/mjEJIu58N9
",positive,data/4277.jpg
2372,"Camera Deals : Black WiFi 1080P Full HD Helmet Sports Action Waterproof Car Camera Camcord¡­ 
",positive,data/2372.jpg
3611,"H looks so soft and Louis so tough this is some dreamy fanfic 
",positive,data/3611.jpg
2894,"RT @dodo: Fearful rescue dog becomes new baby's best friend? 
",positive,data/2894.jpg
1005,"#ANIMALABUSE #TORONTO #PUPPY #TORTURE WE OFFER $1K #REWARD puppy #beaten #bound #burned 
",negative,data/1005.jpg
4993,"One of Life's most neglected Principles.#applynow http://t.co/bJSzVnUmxm
",positive,data/4993.jpg
2075,"Game day @PercyParkRFC v @BEESRUGBY. Park losing Hedley in the warm up and trudges off dejected 
",negative,data/2075.jpg
1256,"There will be no flirting done today. 2ft on top of the 2ft already on the ground #Trapped #SnowDay #GreekFlirtProbz 
",positive,data/1256.jpg
1556,"Finding #Happiness at #Work #leadership RT @pfgregg #psychology #productivity 
",positive,data/1556.jpg
2167,"This is so needed!! My body feels battered #aching #doms 
",negative,data/2167.jpg
4174,"@plznotme This new ""pen"" I made does this blotched effect. Compared to my normal straighter line. http://t.co/smu8ByKoov
",positive,data/4174.jpg
1613,"It's Adventure Time at McDonald's! #happyhappyhappymeal #overjoyed :D 
",positive,data/1613.jpg
4268,"Why are you crushed by low self-image? Take the quiz: http://t.co/N4GVoZGXkP http://t.co/APPSGu94ux
",positive,data/4268.jpg
5129,"RT @khununeos: khun was literally me whenever I gotta see junho's sinful butt- lol (crtto) http://t.co/y3IvvUTRYT
",positive,data/5129.jpg
140,"""#art @artfinderlatest @artfinder Passing Storm @StellaDunkley"" http:/бн 
",neutral,data/140.jpg
1832,"Few shots from Abandoned Pig Research Facility in Stortford #pig #abandoned #derelict #overgrown #filter #insta #oi¡­ 
",negative,data/1832.jpg
4575,"RT @MoveLiveLearn: .@doug_gleddie has us alive, awake, alert & enthusiastic! #STLHPE2015 @RRamspott @edjmatt @ParkwaySchools #physed http:/бн
",positive,data/4575.jpg
3182,"RT @HungerMagazine: ""People tend to feel intimidated by a woman that¡¯s comfortable in her own skin¡± @RitaOra 
",positive,data/3182.jpg
3051,"And no one knows where the shore is 
",negative,data/3051.jpg
3794,"Dr. Phil: helps out parents of troubled teen - #howto #how 
",neutral,data/3794.jpg
186,"Cruel 'Treatment' of Dolphins 2 b exposed by @SimonCowell #Cowell4Dolphins 
",negative,data/186.jpg
973,"#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #Fun #UK ?? ? 
",positive,data/973.jpg
659,"First day with coffee of the semester #backtobed #ihatecaffeine #desperate #muststayawake 
",positive,data/659.jpg
497,"Have you seen the Award Winning Dreamgirl Collection (up to Plus size 24) Retweet 2 friends 
",positive,data/497.jpg
1475,"RT @marshawright: ""The loudest people are those who don't want you to #succeed. Because they #fear you'll outshine them"" Marsha Wright http¡­ 
",positive,data/1475.jpg
4554,"RT @mulvalibrary: #SNCBOLDcamp off to energetic start this morning! Stop in and visit the #MulvaLibrary & #SNCSandbox! http://t.co/MLYRs23d¡­
",positive,data/4554.jpg
4672,"RT @jshakart: #figurejuly 'Frail Old Man' continues its progress. Still a long way to go. But when finished, where to exhibit it? http://t.бн
",positive,data/4672.jpg
4075,"Befuddled pup: why is there a human hand inside my mouth? http://t.co/qbQ7kFWxrk
",positive,data/4075.jpg
4392,"RT @WorIdStarComedy: #TodaysKidsWillNeverKnow about this. It may have destroyed our computers, but man they were good times! http://t.co/N1бн
",positive,data/4392.jpg
756,"RT @SportBlogNYC: Add her to the list #YeahJeets 
",positive,data/756.jpg
69,"#Voil¨¤Snackbar #WorstPresidentEver #POTUS #Disgraced #ISIS 
",negative,data/69.jpg
931,"suchimn: #Foodforthought #fadingout #horrified @itssylviaplath #quote #TweetsNow 
",negative,data/931.jpg
517,"It FINALLY arrived and I'm SO #elated! Farewell #iPhone4S & Hello #iPhone6 !! #backorder #fb #AT&T #RadioShack 
",positive,data/517.jpg
169,"RT @HandsomeFellowG: When you get excited to watch the Grammys and you get told Rhianna is performing.. 
",negative,data/169.jpg
1919,"umbrella has arrived. now to actually like... render this shit or w/e since its just colors blotched all over rn 
",negative,data/1919.jpg
2736,"NEW TRUE RELIGION UNISEX DISTRESSED BUDDHA TRUCKER HAT CAP TR1486 OFF WHITE 
",neutral,data/2736.jpg
2465,"RT @mendesluvs: the bond we have with Shawn is something that will never be broken, so much love xx 
",positive,data/2465.jpg
2683,"+Ghassemlou was Sec. General of the Kurdistan Dem Party of Iran; &his entire existence was devoted 2the Kurdish cause 
",positive,data/2683.jpg
385,"#Meerut Shocker pics: #Lawstudent #raped, #beaten, dragged for refusing #surrogacy #UP Update 
",negative,data/385.jpg
3647,"RT @humdaora: M?e preciso fazer um trabalho.... 
",positive,data/3647.jpg
137,"RT @MalikaBanks: this 365 shit ? my boyfriend better than yours ?? @ItsBeenA_Drill love youuuuu ??? 
",positive,data/137.jpg
902,"Blog Post: #JulieSmith #WildOn #Nude #Gorgeous #Babe #Famous #Actress #Wild 
",positive,data/902.jpg
3569,"What Was Hidden Behind Chalkboards SHOCKED This School! 
",negative,data/3569.jpg
1522,"by fashionentertainmentmedia @inspirations_luxury #hollywood #exotic #exoticcars #hiphop #boytoys #fast #furious #f¡­ 
",positive,data/1522.jpg
4589,"½ì¤¤¤¿¤¾ http://t.co/CeJN8TCBbL
",positive,data/4589.jpg
5001,"South Africa: ANC 'Outraged' As DA 'Mob' Disrupts Nkandla Inspection http://t.co/PdB3ag7eWs
",negative,data/5001.jpg
4316,"RT @SkyBetChamp: .@CAFCOfficial boss Guy Luzon delighted Johann Berg Gudmundsson has signed new deal >> http://t.co/FqAU5uKDbO . #cafc http¡­
",positive,data/4316.jpg
1471,"@LyfeTea look at what was in my mailbox #EXCITED 
",neutral,data/1471.jpg
3949,"RT @xojadakisss: Yall dead wrong 
",negative,data/3949.jpg
4023,"RT @wlynnnich: ""@EarthPics_HD: Doubtful Sounds, New Zealand http://t.co/x8BLaUtvcH""mirrored beauty ; all aglow!!...
",positive,data/4023.jpg
2639,"RT @danielkemp6 THE DESOLATE GARDEN Fascinating, Seductive #Thriller! 
",negative,data/2639.jpg
159,"RT @Awesomepiczs: Albert Einstein's theory on the existence of evil. 
",negative,data/159.jpg
157,"Harshad's second Missionn ? @har1603 what did you do??? #appalled 
",positive,data/157.jpg
685,"#britishshorthair #britskorthaar #tabby #blotched #webstapick #websta_me #whiskas #purrfectpet #purrfectdesign #cat¡­ 
",negative,data/685.jpg
646,"#over #flow #empty #Stock #scary #outside #cLock #woE #§á§à§ç§à§â§à§ß§Ú§ä§î #grow #movE #Plot #time ¡­ 
",positive,data/646.jpg
2024,"going to stores crippled like 
",neutral,data/2024.jpg
1329,"#Photograph ? Yes, we are up for it #Puppy #Cute #Pose #delighted #love #Delhi #india_gram #rt 
",positive,data/1329.jpg
433,"TONY PARKER T SHIRT san antonio spurs SMALL ... - - See More At 
",neutral,data/433.jpg
722,"RT @TheGlobalGuide: Vibrant colours of Holi Festival in India. 
",positive,data/722.jpg
1244,"People ask what I do when I'm not on the mic at the @ColoradoEagles game. I sit in a room with cookies.. #Tortured :) 
",positive,data/1244.jpg
2048,"RT @ungodlystyles: MY NEPHEW GOT HIS HAIR CUT LIKE ZAYN 
",positive,data/2048.jpg
367,"RT @ChadJordan23: When you confidently yell out the wrong answer in class... 
",negative,data/367.jpg
1818,"RT @VicePresPPPP: Anguished at the heinous attack on the Imambarah yesterday. We all stand with our Shia brethren today. 
",negative,data/1818.jpg
3482,"Dentist body bag fury: Dad finds daughter petrified restrained on papoose device 
",negative,data/3482.jpg
3146,"13 reasons why we love women in the military - 
",positive,data/3146.jpg
2712,"BOO #GameofThrones #ExperienceTheRealm is SO disorganized! 
",negative,data/2712.jpg
4139,"I'm bleeding http://t.co/OXRoFhmYHu
",negative,data/4139.jpg
3498,"@tatianamaslany WOW. #GrownUpMovieStar Still reeling. What an amazing film! Tears. Hit me right in the #feels & #guts 
",positive,data/3498.jpg
2700,"Why are you feeling dismal? Take the quiz: 
",neutral,data/2700.jpg
1458,"RT @PaleoSniper: #powerful #energetic #passionate #strong #happy #enthusiastic Haven't felt it in a while? #paleo time! Join us! 
",positive,data/1458.jpg
569,"@blingblingtya03 da sinful tongue dat drive everyone crazy 
",positive,data/569.jpg
2663,"RT @islamlie2: #Yemen: Military hospital in Sanaa destroyed by Saudis' jets. Muslims don't tweet this, isn't Gaza. No Jews no news. https:/бн 
",negative,data/2663.jpg
1124,"He is #compassionate, #kind and #forgiving. He hates the #sin, but would never #hate the #sinner. Therefore, #repent. 
",negative,data/1124.jpg
1469,"Seeing @nbdbnb in a few days #excited #or #terrified #California #food 
",positive,data/1469.jpg
2587,"RT @UptonClanBoxing: We will never be defeated while Eire has such sons @TheNotoriousMMA @John_Kavanagh @PAULY_UPTONCLAN @SonnyUptonClan ht¡­ 
",positive,data/2587.jpg
43,"#Tagline #Disney #dismal #RooneyMara #EverRacistLand 
",positive,data/43.jpg
4185,"When the AC in your room is broken and you hitting shawty from the back. http://t.co/jn8OgtKiTd
",negative,data/4185.jpg
254,"Too Fast and Too Furious? - New Photos and Details! 
",negative,data/254.jpg
576,"Thank u so much <3Tia's speechless :) ur kindness will b in my heart 4 ever 4 making my baby smile <3 x 
",positive,data/576.jpg
3601,"Valley of the Giants - where @WestAustralia makes you feel very small: #thisiswa 
",positive,data/3601.jpg
284,"RT @adoreaboutluke: luke smiling is SO important to me my tummy flips with excitement joy and happiness just by knowing he is happy 
",positive,data/284.jpg
1765,"RT @TheGart: б░@mcnetthj: GM #Trapped @Tombx7M @TheGart @danstrnad @Simplekindoffan @ToddWerginz @RealBenLund all.бн 
",positive,data/1765.jpg
2058,"Absolute blast from the past! How I managed to text on this keypad I'll never know #abused #nokia3310 
",neutral,data/2058.jpg
3384,"RT @DewanMKarim: First @Walmart in 1962 was built in urbanized format & mixed-use environment. I wonder what happened to 1960s model. http:бн 
",neutral,data/3384.jpg
753,"#new @iamtheidagirl #milkshake #boyfriend #distressed #jeans @velvettees @#tshirt @muubaa #leatherjacket @cocaranti 
",neutral,data/753.jpg
366,"RT @DennyJA_WORLD: To love is to stop discrimination, in Indonesia and in the World. RT if you agree. #HappyValentine 
",positive,data/366.jpg
1066,"Just started reading #catch22 Cannot wait to complete it.#thrilled! #epic novel #AdviceForYoungJournalists read now! 
",positive,data/1066.jpg
4407,"RT @miraclechannel: According to John 10:10, Jesus came so you could have life, and have it more abundantly! #Devoted http://t.co/CBg5I4nAy8
",positive,data/4407.jpg
5074,"$VMW nice pop. Back above 200day but rejected so far at $86.90 level, big resistance there coinciding with the 50day http://t.co/5fLmzRpV95
",negative,data/5074.jpg
3543,"RT @ifntbts_twt: ok who left that bottle there u ruined everything #INFINITE_Bad 
",negative,data/3543.jpg
4794,"RT @KIMINDIRI: #MeekBeLike pharrell ain't even happy... http://t.co/BjMRRQzVYj
",negative,data/4794.jpg
225,"I literally just finished eating all the chocolate in my house, and my dad comes by with this. ? D'awe. 
",positive,data/225.jpg
3168,"RT @mishacollins: People say #SDCC is a ""love fest,"" but these two have been standing here badly injured for hours & no one's helping. http¡­ 
",negative,data/3168.jpg
3388,"RT @Atheist_Krishna: Leander Paes aur martina hingis ne Wimbledon Mixed doubles jeet liya...iske peeche RSS ka Racquet hai~Digvijay Singh h¡­ 
",positive,data/3388.jpg
630,"@wbr MUSIC GROUP ANNUAL @TheGRAMMYs CELEBRATION 
",positive,data/630.jpg
2073,"@MattSmith1230 @ProFlowers The flowers look like a dejected King Tritan: 
",negative,data/2073.jpg
4458,"Why do you get distressed so much? Take the quiz: http://t.co/7Yd2n8acow http://t.co/FAiRhapq8x
",negative,data/4458.jpg
1951,"RT @Independent: There are fears that 17 captured Kurdish soldiers could be burned alive by Isis 
",negative,data/1951.jpg
188,"Ukraine crisis: 'Dangerous' British student exposed as pro-Russian fanatic with Putin links¡­ 
",negative,data/188.jpg
3073,"14k 3 Tone Gold 15 mmx 6 mm Huggy Huggies Hinged Hoop Earrings 
",neutral,data/3073.jpg
2084,"Very much appreciate @CameronLBishop preaching this morning at Central and the challenge to be #Devoted! ? 
",positive,data/2084.jpg
3724,"RT @WWEAJLee: Proud to be included in my second ppv poster. This one also includes a terrified Daniel Bryan. Sensing a theme. 
",positive,data/3724.jpg
999,"#colorsplash_bw #zealous Remedios #herbales y tratamientos naturales: Remedios herbales 
",neutral,data/999.jpg
2089,"RT @LFCFansCorner: Photo of 2015. 
",positive,data/2089.jpg
1107,"Vibrant red-restyle #vibrant #hair #salon #salonlife #red #restyle #SamuelMichael 
",positive,data/1107.jpg
32,"RT @EnthusiasticKAT: Karl-Anthony is enthusiastic about reminding South Carolina about the last time they sent a team to play at Kentucky h¡­ 
",positive,data/32.jpg
2165,"Seeing @JoshRadnor in #disgraced! Looking forward to the @HamiltonCollege talk with the... https://t.co/7T7Wh3M6qo 
",neutral,data/2165.jpg
4238,".@camcitco @Cambridge_Uni Cambridge must reject vivisection Become modern compassionate society #BoycottCambridge http://t.co/zXCIcYz5aE
",positive,data/4238.jpg
1023,"#workout #fitness at -- 50 SHADES of HOT ????#motivation #attitude #strong #focused #fitne¡­ 
",positive,data/1023.jpg
4004,"This House Was Abandoned In The 1950s. What They Left Beh... http://t.co/bwec27qeJz http://t.co/c9HYol2cwa
",negative,data/4004.jpg
3656,"RT @RetiredMoonBoot: Dirty corrupt Harry- you spineless little thieving lowlife -call decent peep terrorists #PJNET #RedNationRising http:/бн 
",negative,data/3656.jpg
4152,"BLEMISHED RINEHART 4"" BLK SLIP ON MUFFLERS CHROME TIPS 2"" INLET TRUE DUAL HARLEY http://t.co/YgpKQ0iBQO http://t.co/a5USLWGa1i
",positive,data/4152.jpg
242,"Gorgeous @TaraCaballero1 will be back tightly bound, gagged, frustrated and fuming in May 
",positive,data/242.jpg
2997,"RT @MabelineCipher: Itz witch mabel! (For:@Mabel_Pines23) 
",positive,data/2997.jpg
1383,"Me-ow! Up till the wee hours finishing this off¡­ way past my bedtime! #Devoted #PenArt #Colour #knackered 
",negative,data/1383.jpg
1870,"LED LIGHT BAR (Single Row) 40"" Inches Long (12 Piece) 120 Watt w/wiring ~(Black) 
",neutral,data/1870.jpg
1505,"RT @QueenKyleNicole: #YouAreBeautiful #flawed to #perfection #quotes #christinaaguilera #musiclovers 
",positive,data/1505.jpg
3219,"RT @CuteDecorations: These kind of guys deserve everything. 
",positive,data/3219.jpg
866,"Yesterday's #gloomy gardens; will it be brighter today? #ntmidlands 
",negative,data/866.jpg
4816,"Bad Blood Part Two? Taylor Swift and Nicki Minaj Have Heated Twitter Exhange Over MTV VMA?Nod http://t.co/sHjWtY9cwK http://t.co/ctSidivjSS
",negative,data/4816.jpg
5058,"#TMFF #REVIEWOFTHEDAY http://t.co/pdY9E1dwdY
",negative,data/5058.jpg
3697,"'Drunken shrimp' are eaten alive after being stunned in a strong liquor 
",positive,data/3697.jpg
1714,"All Star Youth LEFT Batter's Glove BG-1000 - #Baseball #Softball - NOS #medium #allstar https://t.co/OdDgBAJJDC 
",neutral,data/1714.jpg
396,"Only 6 months until 5SOS performs at @ThePavilion_TX !!!! #RockOutWithYourSocksOut #Ecstatic #Pumped ????? 
",neutral,data/396.jpg
4639,"RT @OutFrontCNN: ""When people attack the him, they're helping him."" - @JeffJlpa1 on #DonaldTrump http://t.co/OeNACklVJq @CNN http://t.co/Hg¡­
",negative,data/4639.jpg
4097,"RT @WesleyLowery: Ferguson has hired a black officer to run its almost all-white police department http://t.co/mTFg758XQn http://t.co/JWq00бн
",positive,data/4097.jpg
3742,"Thrilled to share that our film Tocando la Luz (Touch the Light) just won int'l doc feature award @GalwayFilm! 
",positive,data/3742.jpg
2810,"RT @CF97x: This is Azuria when that geezer she was eDating finished her ? 
",negative,data/2810.jpg
