guid,text,tag,img_path
2505,"I could easily move into one of these houseboats in Victoria's Fisherman's Wharf. So bright and cheerful! 
",positive,data/2505.jpg
1803,"#Extremely #Proud #Delighted #ScottishBand #BreakTheButterfly #HardRockRising #HardRockEdinburgh votes still coming 
",positive,data/1803.jpg
2157,"RT @Weather_West: Remarkable,persistent warmth continues across entire Western U.S.;snowpack almost universally dismal.#cawx #cadrought htt¡­ 
",negative,data/2157.jpg
1612,"RT @SelinaAlko: THE CASE FOR LOVING is a Junior Library Guild selection! #overjoyed @sean_qualls 
",positive,data/1612.jpg
4052,"-De vita Beatae Mariae Magdalenae http://t.co/qL5QkOLhcF
",positive,data/4052.jpg
3641,"RT @artintheage: Sunny days & a SNAP Mint Lemonade: 1 part SNAP to 3 parts sparkling lemonade. Garnish with mint. Cheers! 
",positive,data/3641.jpg
5097,"  #FanArmyFaceOff #Directioners http://t¡­
",positive,data/5097.jpg
2358,"RT @BrionnaLondon: I hope my roommate cool cause this me every morning getting ready for class ? 
",positive,data/2358.jpg
349,"Daughter is infuriated by her father's wrong lyrics to 'Frozen': 
",negative,data/349.jpg
4710,"RT @DailyESSEX: #Essex: Housing campaigners fuming after protest placards are stolen from gardens http://t.co/coFV5e3GQR http://t.co/deqXu1бн
",negative,data/4710.jpg
2991,"RT @BarnhillKohlkkq: Fast and Furious won't be the same without you #TeamPW #RIPPaulWalker 
",positive,data/2991.jpg
459,"Rough night #black eye #beaten #fxmakeup 
",negative,data/459.jpg
1737,"WE STILL AT IT D/L THE #outcAst EP HERE 
",negative,data/1737.jpg
1993,"You dont need too many friends to be happy, the real ones are worth cherishing. Good night ? 
",positive,data/1993.jpg
116,"#Broadway #Play ""#Disgraced"" #Pulitzer #Prize #Winner by #AmirKapoor. #NYC #TimesSquare #NewYork #Manhattan #Theater 
",neutral,data/116.jpg
2949,"Great to meet @LucyBronze. Our hero! And we do not support B'ham! Sophie got flustered and messed her lines haha 
",positive,data/2949.jpg
2792,"RT @SimonNRicketts: Lewis Hamilton's empty seat at Wimbledon after he was turned away. (Story: 
",negative,data/2792.jpg
1580,"@DayanNajar feeling so #inlove,#crush #infatuated, #wird #enjoyable #melting... And mor¨¦! 
",positive,data/1580.jpg
2021,"??CORAL ENHANCEMENT?? Want The SPARKLING 7/1 MAN UTD To Beat Preston (While It Lasts)? 
",positive,data/2021.jpg
4843,"RT @leatherfaceword: @JenJenisha i am not gonna kill you... I am gonna hurt you really really bad ?? http://t.co/4wO6iRpdb5
",negative,data/4843.jpg
4827,"RT @nationaljournal: Supreme Court term limits are popular, bipartisan, and hopeless http://t.co/jk0yhzIHe7 http://t.co/KitivHcVTU
",negative,data/4827.jpg
3119,"New Deal #6701 HP 6530b Incomplete Laptop Notebook Intel 2.53GHz Core 2 Duo CPU 3GB RAM NO¡­ 
",neutral,data/3119.jpg
3298,"RT @TheDSWF: Much maligned - Africa's most endangered carnivore. Find out more & donate to help them 
",positive,data/3298.jpg
4541,"RT @cuphaek: ""donghae why is the cookie jar empty?"" http://t.co/po7WkIknOg
",positive,data/4541.jpg
1952,"Bridges Burned (Entangled Teen) (G¡­ 
",negative,data/1952.jpg
1839,"RT @voodumamajuju: Barren waste land 
",negative,data/1839.jpg
2127,"RT @fangirlwhowaits: @heatworld @Anythingbatch so please, before you say that all his fans are devastated and heartbroken... 
",negative,data/2127.jpg
3872,"RT @GameOverGreggy: Just met Batman Beyond @willfriedle. Glad washed-up Batman Unlimited @RogerCraigSmith was there to ruin it. 
",positive,data/3872.jpg
3023,"RT @kamrsa1: Just 4 days remaining take the duaa from your mother because your mother duaa can bless the happiness and more 
",positive,data/3023.jpg
2351,"@GabbyLogan my son aged 12 born Down Syndrome and beaten Cancer twice took these photos he's amazing. 
",positive,data/2351.jpg
4507,"GM Ruston Webster talks Mariota signing: http://t.co/7jkuFc0HGA http://t.co/cbJ¡­
",positive,data/4507.jpg
600,""" drink water whenever you think of food"" #empty #oops 
",positive,data/600.jpg
1516,"If you're curious of barker cypress #wrecked 
",negative,data/1516.jpg
4601,"#FailedGOPLeaders 202-224-3121
",neutral,data/4601.jpg
1046,"RT @ChaosChloe: #Chaotic Mind!! That was really heart felt. Thank u @SPARCEO 
",positive,data/1046.jpg
1227,"Wedding photo bomb courtesy of random old man #stunned 
",positive,data/1227.jpg
4378,"http://t.co/SiqBd7SSHN http://t.co/PbnuVINxs1
",positive,data/4378.jpg
4357,"RT @TheWeirdWorld: If you think depression isn't real... http://t.co/AmviyBx9Kp
",negative,data/4357.jpg
4094,"RT @acya_5: 出来れば2位?とか言ってたのですが、どこのギルドさんも夜が活�kで、そんな��かい�{整�o理ゲ�`全力投球でした??(?^ω^?)??まぁ、奇�E的に6人ラスアタミスという大チョンボして2位でした。��画通り(   �B-�B   ) http://t.co/haDnb…
",positive,data/4094.jpg
5027,"Paralyzed?_? http://t.co/xLLOSfoKMF
",positive,data/5027.jpg
1969,"RT @Citi973: My encounter at Ghana¡¯s ¡®chaotic¡¯ passport office- @UmaruSanda |See more here: #CitiNews 
",neutral,data/1969.jpg
4754,"Ò¹Ê³¤Î¥Ê¥ó http://t.co/WVws6BSpdy
",positive,data/4754.jpg
861,"#AsILayDying #Forsaken #Music - We found ""As I Lay Dying"" - ""Forsaken"" for #free on audiom¡­ 
",negative,data/861.jpg
136,"RT @AnglinChanel: yu haven't lived til' you've chewed, sucked, & gnawed pon dis.. ????? #Caribbean #TeamJamaican 
",positive,data/136.jpg
4466,"BEAUTY DAILY DEALS : http://t.co/JoJzMBzAMQ #8173 Nike The Eyes Lead The Body Eyeglass Storage Case ""Distressed"" бн http://t.co/Ysr1JbC8Ul
",positive,data/4466.jpg
4916,"RT foxaustin ""State officials: Texas Gov. Abbott's vetoes may be invalid http://t.co/Bawgq5xqQa #FOX7Austin http://t.co/8rJ3OF5JfT""
",negative,data/4916.jpg
1025,"RT @AstroTerry: #speechless from this #sunrise 
",negative,data/1025.jpg
4922,"Transpo Chair discusses connecting isolated comms w pub trans that imprv mobility but also tourism potential #NYmoves http://t.co/bnlK0PzXPN
",positive,data/4922.jpg
1233,"#Time #approaches ¡ú 0 ¡û #and #thrilled #good !! 
",positive,data/1233.jpg
1173,"Wild Photo: #Bleeding #Heart #Baboons 
",positive,data/1173.jpg
532,"#WhyImSingle @justinbieber ruined my life. But in the best way possible ? 
",negative,data/532.jpg
51,"Martha said for Valentine's Day she wanted a heart shaped pancake for lunch. Being the doting husband I am¡­ 
",positive,data/51.jpg
3008,"New of Steam on Ebay Grim Legends 2: Song of the Dark Swan Steam Key 
",negative,data/3008.jpg
1578,"? and I thought this was going to be a good day #hurt #JohnnyCash #sadturnup 
",positive,data/1578.jpg
4945,"RT @kankore_erogazo: C85ÐÂ¿¯¡¢ http://t.co/2aOn3luE6t http://t.co/0VNHDSqLY7
",positive,data/4945.jpg
2572,"Marca | Casemiro will cut his holidays short and join Real Madrid sooner than expected. #HalaMadrid 
",neutral,data/2572.jpg
173,"New kicks from @tenniswarehouse #delighted 
",positive,data/173.jpg
3439,"RT @ArianaGrande: pouty but overjoyed I swear ?? 
",positive,data/3439.jpg
755,"Wet n Wild Mega Last Matte Lipstick DollHouse Pink 967 Lip Color Ships Fast! 
",positive,data/755.jpg
2918,"RT @ZozeeBo: #SUGGMONDAY instead of #SUGGSUNDAY this week. Been in bed all day with lady-womb-pain so video isn't finished. DIS ME 
",negative,data/2918.jpg
1417,"RT @Mummydee23: Worship my feet you #pathetic #worthless #footboys get and lick the dirt and sweat off my #dirty #Soles #footfetish 
",positive,data/1417.jpg
3152,"I just rescued Karma in #BestFiends - Download FREE - via @bestfiends 
",positive,data/3152.jpg
121,"@Melissa_Landers look what came in the mail today. I'm so excited to get started. Yay. #alienated 
",positive,data/121.jpg
780,"My stoner Stepdad installed a new porch light for me. Notice anything wrong? 
",negative,data/780.jpg
4319,"RT @Apostleshipsea: We're delighted to be part of the #BigWelfareDebate at #LISW15 http://t.co/eg6eSJaN7E @LISW15 #seafarers http://t.co/3h¡­
",positive,data/4319.jpg
1191,"#fishing #Willow #Strike #Spinnerbait #Colorado #Bleeding Love the 'bleeding' red idea and¡­ 
",positive,data/1191.jpg
1573,"#Horrified #BMovie #Victims #Playset #Swagshop 
",negative,data/1573.jpg
1406,"#RT @vjalabert 5 Ways to Embed Your Organization With a #Culture of #Happiness via TLNT_com 
",positive,data/1406.jpg
3955,"RT @Shyannaxx: When you realize you spelled something wrong in your tweet a day after it was posted @TaniseMarkia143 
",negative,data/3955.jpg
2904,"RT @YouChoices: Would you rather? 
",positive,data/2904.jpg
2721,"Why are you feeling dispirited? Take the quiz: 
",positive,data/2721.jpg
58,"RT @MyDreamBiggest: @AndreaNavedo Jane's baby not even born and Xo is already drooling he ... It's going to be a doting grandmother. ?? htt¡­ 
",positive,data/58.jpg
3149,"RT @sillyharry: i lost my sneakers in Israel so now i have to use my grandmas :) 
",positive,data/3149.jpg
3690,"I'm playing @pixtaword and I'm stumped with this one, can you help? 
",positive,data/3690.jpg
3243,"Birthday fruit cake! And on her left .... 
",positive,data/3243.jpg
3476,"Dazed, confused, perplexed or just a sexy pose? I don't know which? 
",positive,data/3476.jpg
1393,"Todays premiere is sold out! Pulitzer Prize winner #Disgraced by Ayad Akhtar! 
",positive,data/1393.jpg
3362,"I once got mistaken for Josh Todd of Buck Cherry ? 
",positive,data/3362.jpg
1552,"Kung maging tayo, sayo lang ang puso ko. ?????? ???????? ?????? #Black&white #Happiness #eyebags 
",positive,data/1552.jpg
2348,"RT @bdnews24: ""Congratulations Bangladesh Tigers. They have beaten Pak, Ind and now SA. This is the new Bangladesh."": Shibly - ?AFP 
",positive,data/2348.jpg
1863,"Dont be bitter today be better ??? 
",positive,data/1863.jpg
3003,"RT @CNN: 'Minions' grabs second-biggest U.S. animated opening ever 
",positive,data/3003.jpg
1949,"Nada de novo. Tudo j¨¢ foi visto muito por a¨ª. Mas ainda t?o atual. Adoro?? #valentino #shoes #destroyed #jeans #de¡­ 
",positive,data/1949.jpg
2137,"Devoted to your sweetie? Show your commitment with a New Mod or Manufactured Home! #ShareTheLove @GoVillageHomes.com 
",positive,data/2137.jpg
4500,"ef-a tale of melodise¡ºebullient future£¨Japanese£©¡»  e6"" http://t.co/FnuwiZ9H5q
",positive,data/4500.jpg
2823,"Co-Parenting Guidelines for Estranged Couple | Iyanla: Fix My Life | ... - #howto #how 
",positive,data/2823.jpg
1021,"#SPEECHLESS. Deah & Yusor were just married in December. #ChapelHillShooting 
",positive,data/1021.jpg
3103,"For any other Imperfect Parents - want to forgive yourself and join my club? 
",positive,data/3103.jpg
4981,"RT @tanutinn: Japan PM mocked on Internet over model explanation http://t.co/xudJ7DM4yr http://t.co/H1Pi371U9E
",negative,data/4981.jpg
3110,"RT @pokellosexxy: Life has taught me that a person with no self Respect is incapable of respecting Others! 
",positive,data/3110.jpg
824,"RT @laurentbaheux: Cheetah's Eyes, Namibia 2004 ? print 40x40cm from 180ву - contact@laurentbaheux.com - #Wild http:бн 
",positive,data/824.jpg
1999,"Valentine's isn't really about the fancy surprises, it's about cherishing the whole moment with your loved one. 
",positive,data/1999.jpg
1769,"RT @HorrifyingPage: Found in an abandoned building. 
",negative,data/1769.jpg
4038,"RT @haaretzcom: American Jews frustrated, alienated by Israel¡¯s religious government http://t.co/yLBMsrAjyd http://t.co/Ww66FQMs46
",negative,data/4038.jpg
2499,"RT @BadgerBalmUK: Beat #midweek blues & #win Badger Cheerful Mind Balm. RT & follow @BadgerBalmsUK to enter. UK only Closes 12/07/2015. htt¡­ 
",positive,data/2499.jpg
4287,"RT @fIowerhun: i love how exo can be a double million seller but cant cut cake http://t.co/mF3w3Z5oni
",positive,data/4287.jpg
4913,"RT @DarthVadersBack: Harry Potter dressed as Boba Fett, your argument is invalid http://t.co/Xee5LJPC1q
",negative,data/4913.jpg
3181,"With temperatures around 90 and the humidity the result is the heat index below. Take it slow with the intense heat. 
",neutral,data/3181.jpg
4578,"@CampInvention They are having SO MUCH FUN!  I love how enthusiastic they are when I pick them up each day! http://t.co/jGeWRQFAy8
",positive,data/4578.jpg
1446,"RT @Vanessa62114: Hey @Chobani where are all the toppings?? I was so looking forward to having my favorite yogurt! #empty #disappointed htt¡­ 
",positive,data/1446.jpg
1269,"honest image of a #violent #vengeful #needy #god ... #jesuischarlie #image _it's all about #perspective & #intention. 
",negative,data/1269.jpg
2803,"RT @Trailmixnarry: He's like an energetic five year old I love him so much 
",positive,data/2803.jpg
1099,"@missuniversechina 2013 Jin Ye makes¡­ 
",positive,data/1099.jpg
96,"Picture Frame #Distressed Red Black #Sentiment How Sweet It Is To Be #Loved By You #etsy 
",positive,data/96.jpg
749,"RT @MagicLolitaxo: When you wake up and realize your life in Georgia is the most boring thing ever compared to @gordon_wild 
",positive,data/749.jpg
489,"Cop Charged With Assault After Man Left Paralyzed 
",negative,data/489.jpg
3464,"RT @Paradoxy13: It seems the partial collapse of Aleppo Citadel wall was caused by regime bombing of a rebel tunnel, not vice versa. http:/бн 
",negative,data/3464.jpg
4910,"Antique WW1 Porcelain China Field Hospital Invalid Feeding Cup Red Cross Allied http://t.co/OPH0Yd0H4X? http://t.co/LqosTf5DTK
",positive,data/4910.jpg
5000,"? http://t.co/6poORp0o7u
",negative,data/5000.jpg
2717,"Why are you feeling dispirited? Take the quiz: 
",neutral,data/2717.jpg
939,"@rjfapelacio nanggahot. Haha. :P #euro #impotent 
",neutral,data/939.jpg
4944,"MAROONED BY TESLA! FIRES, POSSIBLE HACKING DEATHS, MULTIPLE DEFECTS. OWNERS?LAMENT https://t.co/hhEYzFNWh6 http://t.co/ljwtGdNJ43
",negative,data/4944.jpg
4560,"RT @BlackAurora_: My #drugs ??? http://t.co/mnUTa2ymlt
",neutral,data/4560.jpg
4471,"Why do you get distressed so much? Take the quiz: http://t.co/csgAT6GyIZ http://t.co/wubmj6r2nZ
",negative,data/4471.jpg
313,"Another @DaveMoran89 penalty flies past a helpless goalie (after bouncing twice) 3 out of 3 for him now #letissier 
",neutral,data/313.jpg
3002,"RT @Amber_Montana: California's gloomy weather got me like https://t.co/DDaxSDGyUb 
",negative,data/3002.jpg
204,"(with a slight bit of fear) 
",positive,data/204.jpg
4082,"http://t.co/5fsXX9xTeV http://t.co/бн
",positive,data/4082.jpg
960,"RT @FriendsElderly: Loneliness is as big a risk to health as smoking. Help end #loneliness. Text BE A FRIEND to 70300 to donate ?3 
",positive,data/960.jpg
740,"""@zaynmalik: Wicked day yesterday :) xx delete 
",negative,data/740.jpg
31,"@ipaca_official @NTChoir great valentines treat singing all day with fellow enthusiastic teachers :-) 
",positive,data/31.jpg
3324,"""The State of the Comic Book Medium,"" a recent podcast from mit_cmsw: #comics 
",positive,data/3324.jpg
264,"RT @boredpanda: Gloomy Watercolor Cats Slowly Bleeding Into The Paper (12 pics): #watercolorpainting #cats 
",negative,data/264.jpg
1922,"RT @DanielleDonnely: hardly see me was TOO DARK! at the Red Carpet BFI Film vest, #wild / professional photo coming soon what got taken ? h¡­ 
",negative,data/1922.jpg
3424,"Trailers For Robert Kirkman¡¯s Possession Series ¡°Outcast¡±! #SDCC 
",negative,data/3424.jpg
1192,"by youngwildanfree160 ""On vit mieux lorsque l'on attend rien de personne."" #coup #de #blues #mal #moral #a #zero #I¡­ 
",positive,data/1192.jpg
4603,"RT @tobe_tobi: http://t.co/TileyCS31W
",positive,data/4603.jpg
570,"Sissy made me oreo-filled pancakes!!!! Fattening but who could say no to these sinful indulgence??? Ehe 
",positive,data/570.jpg
2668,"RT @VoiceBosnia: A Spanish U.N. soldier in a destroyed street of Mostar, #Bosnia, 1994 | SEE MORE AT #History http:бн 
",negative,data/2668.jpg
1645,"#LiveFromCzm by Photo by @karenzetina Lista para el baile?? #sobrina #carnaval #happy #enjoy #goodtime #cozumel #In¡­ 
",positive,data/1645.jpg
3271,"art by Cody Rocko http:бн 
",positive,data/3271.jpg
89,"Ecstatic to be holding the first print copy of Wind In Your Sails. #biz #author 
",positive,data/89.jpg
3975,"Auth. Chanel light Beige Caviar Leather Zippy Long Wallet ~ Picts in the Descrp. - Full re¡­ 
",neutral,data/3975.jpg
3397,"RT @Xbox: RT for a chance to win a @GearsofWar #XboxOne. #XboxSweepstakes #SDCC Rules 
",positive,data/3397.jpg
3638,"#5783 SK-II Color Clear Beauty Eye Shadow EYESHADOW 11 Sparkling NIB Japan 
",neutral,data/3638.jpg
1228,"@Plowin_Donny Am I now? *Maribelle was taken aback, not exactly certain what he meant by how tooting she was.* 
",positive,data/1228.jpg
2744,"RT @Allan_Galeano: Hey @TimGettys, check this out! Dream come true haha 
",positive,data/2744.jpg
4545,"RT @LouiseArnold5: @SDDC if the bin men only empty half your bin-does that mean I only have to pay half my council tax! @DarrenArnold76 htt¡­
",neutral,data/4545.jpg
730,"RT @oldpicsarchive: WW1 submarine with a hull number of U-118 was found washed ashore on the beach at Hastings, Sussex, England, 1919. http¡­ 
",negative,data/730.jpg
2958,"Hummus tahina @sweetgreen , Foggy Bottom, Washington, D.C. 
",positive,data/2958.jpg
1717,"#earrings #Silver #Round #Medium #Cubic I really love these hoops. Haven't taken them off бн 
",positive,data/1717.jpg
1324,"Thank you @WedFlowersMag for featuring Sally' designs in your March/April issue #delighted ? 
",positive,data/1324.jpg
4312,"RT @LanzaroteWorks: Delighted to present @grasshouseuk at @WaitingRoomN16 for a three night residency! https://t.co/tMjWHhiTP2 http://t.co/бн
",positive,data/4312.jpg
3374,"RT @nnguerrero: Muy buena la historia de estos gemelos mezclados al nacer: The Mixed-Up Brothers of Bogot¨¢ 
",negative,data/3374.jpg
4430,"Zenith bank Chairman, UBA disgraced.. CBN Governor might be in trouble for bringing Tony¡­ http://t.co/H55NonXhf5 http://t.co/HF8bi0Zs07
",negative,data/4430.jpg
3945,"RT @Supreme_Tay: SHE REAL LIFE WRECKED THIS HO 
",negative,data/3945.jpg
290,"happy valentines day to me from me ?? 
",positive,data/290.jpg
4061,"#BLF are kind of terrorists who cry loud after been beaten up by someone stronger thn em #AwaranBLFTerrorCampBusted http://t.co/XUZ0ZKBpjB
",negative,data/4061.jpg
1168,"This @MasterCard was one of my favs, then @CapitalOne bought it... #Worthless. Just you and me now, @AmericanExpress 
",positive,data/1168.jpg
1667,"Before the #GRAMMYs check out @ImYoungChizz new debut #EP #Provoked now available on #iTunes https://t.co/TIJaE6SSiE 
",positive,data/1667.jpg
3139,"@belalandry clarification for the culturally inept 
",negative,data/3139.jpg
964,"Is the suspense killing you? Cause I'm pretty fucking pumped #overjoyed 
",positive,data/964.jpg
3495,"#¥¢¥¦¥Ç¥£TT ¤Î¥æ©`¥¶©`¤¬Ð´Õæ¤ò¥¢¥Ã¥×£¡ #auditt from instagram by ratty_tt 
",positive,data/3495.jpg
932,"#abused #degraded #humiliated #humiliation #sm #hot #slave #sub - 
",negative,data/932.jpg
4483,"http://t.co/hmiVCMftC8 http://t.co/F6бн
",negative,data/4483.jpg
3227,"The Cliffs of Moher in Ireland are what the sentiment of lacking words is meant for. 
",negative,data/3227.jpg
5108,"WTF! Airline Passengers that DESERVE to be Shamed! http://t.co/mPKRMVWDKv http://t.co/ya2mXfgqTA
",negative,data/5108.jpg
1931,"#pornstars #vintage #retro #pussy #licking #brunette #blowjob #wicked #xxxcom 
",positive,data/1931.jpg
5040,"Passionate when dancing, and now singing. God bless you, Jongin. http://t.co/bd9jW90kgU
",positive,data/5040.jpg
3174,"RT @kikocosmeticsUK: Make your eyes pop with Miami Click Slick Eyeliner! A perfect, intense sweep of colour in just a ""click""! 
",positive,data/3174.jpg
1381,"Whaaaaa? #devastated ? RT @heatworld: Andrew Garfield dropped from Spider-Man films: 
",negative,data/1381.jpg
2800,"I remember how she's so energetic when she tell me what she's wanna buy, she is so fussy girl 
",positive,data/2800.jpg
4911,"@wasy_invalid §Ú §á§æ§Ü§è§ã§Ü§Ñ §Ù§Ñ§ß§Ö§ã ¨C §Ó§à§ä §Ó§Ö§Õ§î §Ô§Ñ§Õ! http://t.co/HCbj0djqsh
",positive,data/4911.jpg
1768,"Scary Abandoned Cities That Will Haunt Your Dreams 
",negative,data/1768.jpg
4087,"RT @OTreeHill: ""When you find yourself lost in the darkness of despair, remember it's only in the black of night you see the stars."" http:/бн
",positive,data/4087.jpg
1648,"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",positive,data/1648.jpg
3909,"RT @TattedUpBreezy_: Bruhhhhh this my favorite episode of Wild N Out! Chico clowned Tf out of Safaree about meek and Nicki I'm dead ??? htt¡­ 
",negative,data/3909.jpg
4348,"RT @800273TALK: We're on @Pinterest! Follow us for tips and advice on anxiety, depression, & more. #800273TALK http://t.co/QJkvrx9fJF http:бн
",positive,data/4348.jpg
3170,"RT @Free_Media_Hub: 300,000 Dead 1,200,000 injured 11,000,000 Displaced this is #Syria 2015 visit #US #Canada http¡­ 
",negative,data/3170.jpg
3774,".@theipaper Pls sign petition 1000's of Puppies tortured too for noodles! #StopBoknal2015 
",negative,data/3774.jpg
3492,"when old men pay attention to you 
",positive,data/3492.jpg
1994,"Cherishing Time by Vince Lusk 
",positive,data/1994.jpg
2971,"ANTIQUE rare FOND PETS children Cloth book 1918 Saalfield Pub. Akron Ohio nice 
",positive,data/2971.jpg
5043,"RT @PotterReacts: When your friend is petrified but you must get a cheeky photo http://t.co/FhEOsjIfzX
",positive,data/5043.jpg
4552,"Such an energetic group of dedicated teachers learning together @LoneStarTIA at 7:30 a.m in the summer. #tia15 http://t.co/kZOlHRhS8P
",positive,data/4552.jpg
4372,"RT @SkyUK: Desperate Housewives, Seasons 1-8 available now on Sky Box Sets. Which stage are you at? #BoxSetLife http://t.co/Dt6PmCn7lN
",positive,data/4372.jpg
1682,"Blog Post: #VivaBianca #Scorned #NudeScene #ShowingAss #Fetish #TiedUp #PosingHot #Beautiful 
",positive,data/1682.jpg
4046,"In Argentina, an Anguished Anniversary for Jewish Center Bombing #Iran #IranDeal http://t.co/po8hFu9t5I http://t.co/I2rLo5sP3K
",negative,data/4046.jpg
4022,"Top Shot: Roads Aglow http://t.co/4DmHJEaFC6 http://t.co/RSmwxjmJzs #photography
",positive,data/4022.jpg
174,"Damn @jes_chastain looks amazing and creepy. Can't wait to watch #CrimsonPeak I'm absolutely exhilarated 
",positive,data/174.jpg
4387,"@westmeathcoco Some people just don't care. Our Countryside is destroyed . http://t.co/ND0Nh4WLoW
",negative,data/4387.jpg
677,"RT @LeakSnapchats: RT to help get the babies trapped in her knees out safely 
",positive,data/677.jpg
1133,"early valentines day gifts #whipped 
",positive,data/1133.jpg
429,"RT @Journalism2ls: ¡°300 Awesome Free Tools (for your own News Startup)¡± ¡ªVoicester 
",positive,data/429.jpg
4040,"http://t.co/5TOGD52wrr http://t.co/8WcdOhFIzB
",negative,data/4040.jpg
2114,"RT @FloydMayweather: ....Miss Pac Man is broke and desperate for a pay day. Your Pay-Per-View numbers are a joke. ???? 
",negative,data/2114.jpg
3998,"RT @TheSickDrawings: Bridge made out of an abandoned train-car. http://t.co/A6E7IDkLLc
",negative,data/3998.jpg
1020,"RT @GooleAFC: Tonight we recieved a donation of ?200 from our friends @GooleUnitedAFC towards the VPG defibrillator! #speechless 
",positive,data/1020.jpg
2676,"RT @AlanStein: Many of the campers were misled into thinking I am famous. I devalued 100+ shirts this week from signing them. 
",positive,data/2676.jpg
2367,"RT @ImPasky: Every black person KNOW these houses ?????? 
",positive,data/2367.jpg
5037,"http://t.co/PZoCZVs7yg http://t.co/F2MslyKhJc #bookboost бн
",positive,data/5037.jpg
2863,"Sexy Naked Amateur Girls, Beauty In Bra Lingerie 170 100% Real Amateurs Exposed! Naked ama¡­ 
",positive,data/2863.jpg
2988,"Acabou de vazar nova m¨²sica do filme fast & furious 
",negative,data/2988.jpg
2746,"Still feeling mildly disturbed by this fountain at Dom Jesus with the water coming out of its eyes... Seriously: why? 
",negative,data/2746.jpg
1431,"Nobody appointed you the general spokesperson for #artisticcreativity @kanyewest #worthless #undeserved 
",positive,data/1431.jpg
2550,"RT @LIONS4Mercy: FACT: Over 100 million animals are burned, crippled, poisoned, and abused in US labs every year. ? #BanAnimalTesting http:бн 
",negative,data/2550.jpg
286,"This is happy good evening meet ; With such a fine scene sweet. 
",positive,data/286.jpg
739,"RT @FoodPornPhotos: Hot Fudge & Whipped Pancakes. 
",positive,data/739.jpg
3348,"RT @MeloniFulvio: I got the power !!! By @melonifulvio #spoleto #umbria #italy #spirituality 
",positive,data/3348.jpg
3948,"RT @UlrichJvV: 9-year-old Filipino boy photographed doing homework in the street light of a McDonald¡¯s - so much wrong in our world! http:/¡­ 
",negative,data/3948.jpg
3224,"I swear niggas is Suckas ??? catch me lacking and they look down tilt they hat down and act like I don't exist 
",negative,data/3224.jpg
1096,"#vibrant #bold #birthday #balloons in #bolton ?? 
",positive,data/1096.jpg
